Order_id,pizza_size,Order_time,amount,Order_type,pizza_name,beverages,cust_id,emp_id
01HD76C9K7HGCN4TFJA5C7ZXZ2,Large,2022-12-17 03:26:06,880,Offline,Vegetarian,Sprite,66-697-2381,187
01HD76C9K9F5WKSCKRWKC39VGY,Large,2022-12-01 04:59:24,555,Online,Supreme,Tea,12-070-2990,808
01HD76C9KBC5YVH7QT31528RME,Medium,2022-10-31 18:18:43,189,Offline,Neapolitan,Fanta,04-665-6842,435
01HD76C9KCB4MSY7NFHNXZTC7Z,Medium,2023-01-03 02:12:58,440,Offline,Neapolitan,Coca-Cola,99-979-2327,798
01HD76C9KE0EXCPGMDRA9WXVR3,Extra Large,2023-04-21 11:20:43,1669,Offline,Margherita,Sprite,61-504-4187,79
01HD76C9KF88VAASKKH6DEC9VA,Extra Large,2022-12-20 03:19:32,214,Offline,Vegetarian,Coffee,81-490-3913,613
01HD76C9KH698TP2KJXFSDCW8Z,Large,2023-08-23 21:51:08,1163,Offline,Hawaiian,Coffee,39-650-4641,149
01HD76C9KJQ1QWR5M2S7PPADXP,Small,2023-08-16 18:24:21,1695,Offline,Pepperoni,Pepsi,95-140-4313,66
01HD76C9KKXXX060RKRH6C2P8Z,Extra Large,2023-10-03 09:28:48,372,Online,Vegetarian,Fanta,78-081-9199,310
01HD76C9KN4TXZYQS1MSTH8X53,Small,2023-09-11 02:39:55,816,Offline,Hawaiian,Orange Juice,54-681-7629,125
01HD76C9KPF1ENCDH46G52JZ5K,Small,2023-03-29 00:25:03,1183,Online,Hawaiian,Fanta,88-987-2841,986
01HD76C9KRE96W5765EXW3QD5H,Medium,2023-02-22 05:19:51,631,Offline,Vegetarian,Orange Juice,08-796-6883,52
01HD76C9KSNY7T79XDM1S6KP4B,Large,2022-11-24 01:13:52,974,Online,Neapolitan,Iced Tea,41-893-9869,320
01HD76C9KVVDDS2J2AJWTRG9Q8,Large,2022-11-22 03:50:20,462,Offline,Neapolitan,Pepsi,68-835-8287,81
01HD76C9KWQ1Q6NX610AEMCFNQ,Large,2022-12-04 12:56:57,304,Online,Margherita,Fanta,37-162-4960,9
01HD76C9KY41V3PC809YBKR90E,Extra Large,2023-05-07 15:03:06,562,Offline,Vegetarian,Coca-Cola,18-784-8130,275
01HD76C9KZBCZW1ANR6A70YDTC,Large,2023-05-19 14:34:09,548,Online,Supreme,Water,48-785-2581,8
01HD76C9M16Q1FAH4CJEZNJ2A6,Extra Large,2023-05-09 22:21:50,651,Online,Pepperoni,Sprite,20-743-6275,322
01HD76C9M31MXVQ6MC2K5VYWVR,Medium,2023-02-14 10:45:17,351,Offline,Vegetarian,Coca-Cola,60-642-9399,665
01HD76C9M54PQPRPA8HDH5FGHT,Small,2023-06-20 04:53:48,1636,Online,Hawaiian,Water,92-617-7766,243
01HD76C9M64HZDBC01BVJQZS70,Large,2023-09-20 21:27:25,1330,Online,Neapolitan,Water,78-561-2024,864
01HD76C9M8WX81B300HZXH8YND,Large,2023-09-16 21:40:58,1086,Online,BBQ Chicken,Pepsi,12-745-6889,788
01HD76C9M94GS31EFTXEDXV274,Extra Large,2023-03-19 07:46:42,175,Offline,BBQ Chicken,Lemonade,73-497-7433,875
01HD76C9MB4S74HNDSMVXREC5D,Extra Large,2023-01-23 22:11:39,285,Online,Supreme,Sprite,79-839-4407,308
01HD76C9MD6CPQTK31ZQ099KYP,Medium,2022-12-31 08:08:34,1988,Online,Pepperoni,Sprite,15-511-7056,937
01HD76C9MFCXCE5950254MSJ6M,Small,2023-05-24 07:33:45,634,Offline,Vegetarian,Fanta,06-786-6502,234
01HD76C9MGWEAR6EC1YS3KPNQP,Large,2023-07-26 09:52:40,1654,Online,Hawaiian,Coffee,72-260-1456,56
01HD76C9MHVEYSQ80XNEHDKXHE,Small,2022-10-26 17:28:57,1542,Offline,Hawaiian,Coca-Cola,17-312-6418,59
01HD76C9MK0Z2DH4JNYR5J6QSW,Extra Large,2023-09-23 19:38:23,790,Online,Supreme,Lemonade,78-355-4530,673
01HD76C9MMRTWEMNWS5FADE5P0,Extra Large,2023-07-10 11:32:45,1216,Offline,Supreme,Fanta,72-167-4257,872
01HD76C9MPAD28215BC4S3PWP3,Small,2023-06-21 08:38:45,568,Offline,BBQ Chicken,Coffee,38-397-7641,273
01HD76C9MRJXRCY9C74Q53R3XH,Medium,2023-02-25 08:02:40,1641,Offline,Mushroom,Iced Tea,29-808-6640,855
01HD76C9MSDFENBY8MZ5F672K8,Medium,2023-02-23 14:36:57,1935,Online,Supreme,Root Beer,51-348-2474,223
01HD76C9MVRP8MK4G43W8CBBEV,Medium,2023-05-04 07:51:13,506,Offline,BBQ Chicken,Tea,56-357-9000,424
01HD76C9MXDWG38KKWZPQ4A568,Extra Large,2023-06-27 02:37:00,1668,Offline,Mushroom,Tea,42-517-7584,146
01HD76C9MZEDX35K2ZA3QSXZJ0,Large,2023-05-08 16:42:40,353,Offline,Supreme,Coffee,29-466-8255,574
01HD76C9N1JGWCCNXGTM7SXXVQ,Small,2022-12-28 23:42:16,175,Offline,Margherita,Root Beer,52-095-2896,779
01HD76C9N2H248H3R3WSZY2G78,Large,2023-01-13 21:42:42,1303,Online,Vegetarian,Sprite,29-506-1946,967
01HD76C9N4K1HNPCYJGYEDKSW3,Large,2023-09-07 22:21:59,348,Online,Margherita,Water,16-954-0224,360
01HD76C9N589FFJ0T0A9167VV5,Large,2022-11-03 23:17:51,490,Online,Mushroom,Coca-Cola,67-225-9131,571
01HD76C9N6DCG7WBQBCS00G0HR,Extra Large,2022-12-06 14:25:34,339,Offline,Margherita,Root Beer,55-840-1375,882
01HD76C9N7X21J2DZQ188H6S7F,Medium,2023-06-13 05:09:24,1899,Online,Supreme,Tea,92-979-8720,493
01HD76C9NAX41Z37V30Q0T5CVM,Medium,2022-12-15 18:24:58,1875,Offline,Vegetarian,Tea,76-013-2822,914
01HD76C9NBHP6PTKDDATK75SED,Extra Large,2023-01-15 18:34:47,664,Online,Vegetarian,Fanta,85-458-0721,307
01HD76C9NCPNS2V9B0NQTNJ6DS,Medium,2022-12-19 05:06:49,600,Offline,Margherita,Coca-Cola,14-343-3909,16
01HD76C9NE99F16RVK8G178DDD,Extra Large,2023-08-23 19:21:53,1520,Offline,Supreme,Pepsi,88-987-2841,118
01HD76C9NF0SBNJGJYKRZFG7Y5,Small,2023-09-27 01:33:51,328,Offline,Margherita,Coffee,23-867-8276,833
01HD76C9NHS9JDWFM629C0F33M,Large,2022-11-06 15:27:14,1238,Offline,Neapolitan,Orange Juice,92-150-7359,714
01HD76C9NJ2WJXV7BMEE03YW56,Medium,2023-10-11 04:35:03,1795,Offline,Supreme,Lemonade,75-081-9510,697
01HD76C9NMAVMJNCA3SBH384KV,Medium,2023-10-16 23:01:06,1178,Online,Margherita,Coca-Cola,30-017-9596,910
01HD76C9NN0N6858R9EX6SZYRN,Medium,2022-10-23 02:00:19,217,Online,Mushroom,Lemonade,96-108-9916,512
01HD76C9NP20RG21TCB9K3G30J,Small,2023-04-29 13:57:28,1885,Online,Mushroom,Coffee,60-513-8190,948
01HD76C9NR7R9E075FDPMG68KB,Extra Large,2023-04-15 15:05:41,323,Online,BBQ Chicken,Lemonade,27-284-5000,233
01HD76C9NSC4YC3TTABAZ7BR76,Medium,2023-07-01 16:47:09,157,Online,Hawaiian,Pepsi,76-881-8272,11
01HD76C9NTYXKC3J6WM80V1BVX,Small,2023-01-04 03:19:31,1213,Offline,Vegetarian,Lemonade,98-481-5635,824
01HD76C9NWCK0P0H0X17FFAKM1,Small,2023-08-18 00:41:12,469,Offline,Margherita,Pepsi,65-254-6877,883
01HD76C9NX6DRYYHH7KJ59W0BR,Small,2023-04-09 00:52:42,1880,Offline,Supreme,Root Beer,66-844-2928,291
01HD76C9NY8GPVTZH0RWEX9Z3J,Large,2023-08-02 19:54:47,1317,Offline,Hawaiian,Pepsi,20-983-5855,424
01HD76C9P0CSXA0308E6ZQQBT2,Large,2023-03-04 00:26:26,286,Online,Supreme,Pepsi,08-796-6883,664
01HD76C9P2MNNYMT2HHCZM09WY,Extra Large,2023-02-04 13:34:11,834,Offline,BBQ Chicken,Sprite,35-384-8745,165
01HD76C9P430P0KF1M6YQGZ99D,Medium,2023-04-16 18:58:42,1717,Online,Hawaiian,Water,52-366-0920,362
01HD76C9P5VX9TJCM3Y5JAZ3EZ,Small,2023-05-23 14:12:37,501,Online,Vegetarian,Iced Tea,29-866-5353,270
01HD76C9P6Z9W557E13JX17TME,Medium,2023-06-30 15:46:41,690,Offline,Supreme,Coffee,14-343-3909,64
01HD76C9P8YFN6MP4CAXJDJ9Z3,Extra Large,2023-07-22 09:05:43,1521,Offline,Pepperoni,Tea,66-250-1288,203
01HD76C9P9VKTBHVWTBYP1RADH,Extra Large,2022-11-10 00:44:19,188,Offline,Hawaiian,Fanta,16-954-0224,131
01HD76C9PAT2ZA289VGVS29TWX,Large,2023-02-04 10:57:09,132,Online,Pepperoni,Lemonade,66-697-2381,693
01HD76C9PCT6MTF27F3G23W7KZ,Small,2023-04-10 11:56:27,1236,Online,Pepperoni,Orange Juice,57-681-1061,921
01HD76C9PD68QJ7V2VCX8GDE2B,Small,2023-02-14 22:04:50,124,Offline,Mushroom,Water,65-610-7515,488
01HD76C9PFF7RMWRC59E3HBQ99,Medium,2023-02-24 00:11:06,1548,Offline,Neapolitan,Root Beer,64-109-9972,272
01HD76C9PG5BRCF3TNNPR7BA4F,Small,2023-02-22 02:46:33,1554,Offline,BBQ Chicken,Coffee,49-503-3336,939
01HD76C9PJTNFZF1VRDHPQ79T4,Small,2022-11-08 03:33:19,553,Offline,Supreme,Root Beer,00-397-6665,614
01HD76C9PK09SFTAM6DKZ96JGX,Large,2023-01-16 09:27:57,1654,Offline,Hawaiian,Coca-Cola,98-350-8763,39
01HD76C9PM80MVEDVNX4BVPWQ5,Extra Large,2023-03-29 05:13:38,680,Offline,Margherita,Root Beer,31-911-2784,935
01HD76C9PPSEY8B9FVRXPJSPKM,Small,2023-06-21 09:00:33,1054,Offline,Mushroom,Orange Juice,11-317-0734,890
01HD76C9PQ59ZM954V6WXW6M6R,Medium,2023-09-18 07:14:07,1628,Online,Hawaiian,Water,25-915-5091,673
01HD76C9PS4EXY5KCDJQN1SNFP,Small,2023-09-06 19:40:10,631,Online,Supreme,Sprite,12-889-1619,494
01HD76C9PTHKN9WYVRBANG1HJT,Small,2022-11-30 07:41:22,1535,Online,Pepperoni,Pepsi,51-178-5109,232
01HD76C9PVKS8NFE8V65XSYF4G,Medium,2023-07-17 06:22:02,398,Offline,Pepperoni,Sprite,01-965-9636,175
01HD76C9PX3KN5G252VR8YJY9M,Small,2023-05-22 07:43:14,1261,Online,BBQ Chicken,Water,75-081-9510,432
01HD76C9PY6YJ3DGQ23D87STDK,Extra Large,2022-11-23 05:22:05,260,Online,BBQ Chicken,Water,50-046-3978,76
01HD76C9Q0AY1HFWW65ZXT40PA,Small,2023-10-05 04:08:50,696,Online,Vegetarian,Root Beer,96-041-5765,148
01HD76C9Q17K81JNRS9WHENSBD,Small,2022-10-25 05:35:19,1568,Online,Supreme,Pepsi,27-810-8149,257
01HD76C9Q367DBZTBCNQRG5VJK,Large,2023-04-21 02:30:28,1653,Offline,Neapolitan,Root Beer,86-641-7868,1000
01HD76C9Q4A9AE7CPX2HDVK465,Large,2023-02-07 20:29:41,1751,Online,Hawaiian,Water,20-303-2890,821
01HD76C9Q6G95TXN30AC87NFGH,Extra Large,2023-07-20 10:06:04,318,Offline,Pepperoni,Fanta,49-833-6584,686
01HD76C9Q7JNNCEKZXPB938AD1,Large,2022-12-09 03:37:17,307,Online,BBQ Chicken,Tea,74-913-9141,308
01HD76C9Q8HFK5BZ03KEBRBFQM,Medium,2023-09-02 20:34:08,256,Online,Margherita,Root Beer,58-027-4550,37
01HD76C9QARN5AXEP4EBJ5TC9P,Large,2023-06-06 13:10:50,1113,Online,Neapolitan,Lemonade,62-424-2551,640
01HD76C9QBEZZ305YABZXDDX2Z,Large,2023-05-13 21:43:53,588,Online,Pepperoni,Orange Juice,52-380-6026,108
01HD76C9QD26485MSDJJHS4ED8,Medium,2022-12-27 05:49:21,1945,Offline,Neapolitan,Lemonade,68-355-6914,912
01HD76C9QERW2WZRRBCGWZBMDE,Small,2023-01-23 00:08:45,872,Online,Neapolitan,Coffee,29-041-5986,994
01HD76C9QGXTVNNQSWVS8XQFAF,Small,2023-09-09 15:33:45,597,Offline,Supreme,Sprite,80-973-6150,904
01HD76C9QHPHCTNS92ZRQ7XWNT,Small,2023-08-19 23:23:23,746,Online,Supreme,Fanta,70-354-4933,780
01HD76C9QJEAHFEHBSN7BW7HX7,Small,2022-11-17 07:24:36,1553,Online,Neapolitan,Coca-Cola,39-297-4031,470
01HD76C9QM8S3KPK6JFNKE6Z8P,Small,2023-10-07 13:47:10,1598,Online,Margherita,Coffee,00-589-9172,655
01HD76C9QPAE4ZN0P3E367FD5S,Medium,2023-03-18 06:08:58,884,Online,Pepperoni,Water,97-085-5522,479
01HD76C9QQ4HMWZ8J7PYPC76E3,Small,2023-01-12 10:39:08,1987,Offline,Vegetarian,Iced Tea,53-446-6375,542
01HD76C9QSKSWD986MMTVF4X72,Small,2022-12-06 17:59:15,959,Online,Hawaiian,Water,44-296-2454,554
01HD76C9QVW8BP67104GXBTZXR,Large,2023-05-02 00:58:18,346,Online,Neapolitan,Sprite,72-260-1456,628
01HD76C9QWM3V78GXYRWQ8NWJH,Extra Large,2023-02-21 16:37:00,901,Online,Margherita,Coffee,78-153-4710,91
01HD76C9QYHVZHTTJ4SFWY4V65,Large,2023-06-09 05:56:46,1643,Online,Vegetarian,Root Beer,09-049-6440,8
01HD76C9QZXXHSKT4A46EJRT77,Small,2023-07-04 13:42:15,1543,Online,Supreme,Pepsi,80-293-4331,853
01HD76C9R16RQT82K1AFEEKYT0,Medium,2023-01-29 16:43:03,654,Offline,BBQ Chicken,Coffee,40-059-0219,257
01HD76C9R2S612FQ2WPA97F2JR,Small,2023-05-22 04:03:17,1776,Offline,Margherita,Iced Tea,30-819-5771,941
01HD76C9R4F4N36B2Y598KSBJ6,Medium,2023-02-08 19:46:14,383,Offline,Supreme,Coca-Cola,22-992-8257,590
01HD76C9R5VDK2B6XPFPDVXHJS,Medium,2023-06-05 19:50:00,1130,Offline,Vegetarian,Tea,90-212-7442,502
01HD76C9R64SC1ZBCKKYNAHSAH,Extra Large,2023-04-25 16:19:45,1130,Offline,BBQ Chicken,Iced Tea,78-561-2024,688
01HD76C9R8DVF7S7SJ327QGSKJ,Small,2023-01-11 04:17:07,1596,Online,Hawaiian,Fanta,18-788-4522,252
01HD76C9R9BW2N3S3FDT1HRXPE,Large,2023-02-18 22:58:29,1829,Offline,Mushroom,Pepsi,27-024-6954,831
01HD76C9RB5GF6MTRAMC8Y5YE7,Small,2023-03-31 09:29:20,396,Offline,Pepperoni,Sprite,61-914-1581,646
01HD76C9RC4XZ0ZFVEGKD6RRJ7,Medium,2023-08-31 18:27:48,1793,Offline,Margherita,Coca-Cola,67-664-2909,386
01HD76C9REMMDPB26TQX1VAB88,Small,2023-07-29 12:59:52,1353,Online,BBQ Chicken,Orange Juice,42-449-8984,873
01HD76C9RFQSZFG2ACTVZA3FPR,Medium,2023-03-15 16:10:57,515,Offline,Vegetarian,Pepsi,65-254-6877,404
01HD76C9RHTPEVZS7K99S6V89Q,Extra Large,2023-06-30 14:19:03,973,Offline,BBQ Chicken,Coffee,15-971-5961,167
01HD76C9RK4TZ8MEHEMV8H0F9F,Large,2023-05-30 20:28:37,1032,Offline,Neapolitan,Iced Tea,95-744-0509,266
01HD76C9RMTSS7M6P4SZ7JWM0P,Medium,2023-04-13 21:11:58,378,Offline,Mushroom,Fanta,75-231-1953,75
01HD76C9RNQNK2X5SKVCCNRYGG,Small,2023-09-20 21:38:33,307,Online,Mushroom,Fanta,62-126-4548,861
01HD76C9RRC0NK2AWDBANQB2Y3,Medium,2023-09-14 03:02:39,1967,Online,Pepperoni,Coffee,05-239-2770,508
01HD76C9RTKJWXMK7JRH7GZ8RR,Medium,2023-08-25 21:55:31,549,Online,BBQ Chicken,Fanta,07-501-9840,592
01HD76C9RVYY6FWTG2WT7SM8DS,Extra Large,2022-12-16 16:32:32,646,Online,Margherita,Iced Tea,55-391-3467,946
01HD76C9RW4WQVCSXJMVMH60E9,Large,2023-01-05 08:53:59,726,Offline,Hawaiian,Lemonade,02-066-2465,776
01HD76C9RY0VXFZGBZVA3P7XMP,Large,2023-01-01 03:05:50,1575,Offline,Vegetarian,Lemonade,33-352-7072,546
01HD76C9RZQZ7SR79HZQ9YK4XN,Medium,2022-12-27 08:17:00,1909,Online,Neapolitan,Coca-Cola,02-066-2465,593
01HD76C9S0CQ2HADV61F6D8JD6,Medium,2023-08-27 15:51:51,1226,Online,Hawaiian,Coffee,55-391-3467,645
01HD76C9S2E4E06N0GMYBGJ5QA,Extra Large,2023-04-27 08:23:05,1850,Offline,Pepperoni,Iced Tea,59-968-7299,83
01HD76C9S3QQG2N9M2Q58GQ7N2,Small,2023-04-13 17:41:20,1093,Online,Neapolitan,Tea,43-933-3277,31
01HD76C9S40B2T93B8830TFNW9,Small,2023-04-20 12:29:07,616,Online,Pepperoni,Iced Tea,49-785-2549,658
01HD76C9S61E3N0Q06B97RM3GG,Extra Large,2023-05-23 02:07:22,448,Offline,Pepperoni,Tea,23-335-2451,814
01HD76C9S7NXQF527FKFFT024W,Large,2022-10-26 13:53:44,1661,Offline,Hawaiian,Coca-Cola,52-062-8316,694
01HD76C9S880CX60S8VATS1ME1,Large,2022-11-02 01:52:48,110,Offline,Margherita,Root Beer,35-710-5178,962
01HD76C9SAXKNJW2VSVG5SKVEZ,Extra Large,2023-03-14 21:27:38,1166,Online,Mushroom,Root Beer,61-711-9950,69
01HD76C9SB8BFXX2Z0N3HCV3SC,Small,2023-04-28 08:31:27,1809,Online,Pepperoni,Orange Juice,03-790-2000,262
01HD76C9SDGEYGVNSSH9XDVG90,Extra Large,2023-07-11 08:09:20,1741,Online,Supreme,Coca-Cola,98-581-3308,578
01HD76C9SEE8ZMT9Z3DVAN9HXV,Extra Large,2023-02-19 04:45:55,1139,Offline,BBQ Chicken,Pepsi,72-260-1456,268
01HD76C9SFMGTN0Q4977XB6QQ0,Extra Large,2023-03-23 18:25:56,573,Offline,Mushroom,Tea,05-935-6808,164
01HD76C9SHH91319W71ACSZXF9,Extra Large,2023-06-28 05:55:57,1308,Offline,Vegetarian,Sprite,93-467-5002,299
01HD76C9SJ95BN5V33M95NDMR3,Small,2023-06-30 07:56:25,1783,Online,Margherita,Coca-Cola,89-734-6991,422
01HD76C9SM24EVAZ9YCDFM3V5F,Small,2023-01-07 00:18:23,475,Online,BBQ Chicken,Coca-Cola,03-392-6332,562
01HD76C9SNKF2ATNEA2ZAQ2167,Small,2023-02-03 17:38:40,1109,Offline,Hawaiian,Lemonade,41-843-5039,219
01HD76C9SPXP930M3KHR2YYV64,Extra Large,2023-10-01 21:23:25,516,Offline,BBQ Chicken,Fanta,67-717-6615,594
01HD76C9SR9Q0SMXYWVRVW0K40,Small,2023-01-06 22:14:21,766,Online,Supreme,Coca-Cola,64-761-4900,805
01HD76C9SSTCKMVR1PBQBYANNX,Small,2023-02-13 09:24:30,145,Online,Supreme,Coca-Cola,00-547-9239,111
01HD76C9SVSK7KNC0HZAKB32NF,Extra Large,2023-01-22 15:23:01,421,Online,Vegetarian,Orange Juice,17-312-6418,19
01HD76C9SWYTSAVK2W731Z4VMW,Extra Large,2023-05-17 12:08:41,853,Offline,Neapolitan,Water,41-171-9678,913
01HD76C9SXRAA43BCM51JJX2X0,Small,2023-08-04 07:11:35,1855,Offline,Margherita,Water,70-304-4483,528
01HD76C9SZQVGFGJ01ET20Z0YQ,Large,2023-02-22 23:27:03,462,Offline,Mushroom,Coffee,80-070-6829,527
01HD76C9T1KK2H152MMVYVANG6,Medium,2023-06-19 13:48:54,1128,Offline,Margherita,Pepsi,99-870-2400,128
01HD76C9T24Q03R927Z0YXHHHR,Medium,2023-07-23 18:03:20,512,Offline,Pepperoni,Iced Tea,40-105-5641,41
01HD76C9T30YHH6PKVCS3ENK9M,Small,2023-05-18 18:06:02,307,Online,Pepperoni,Coca-Cola,66-386-6043,926
01HD76C9T5BBWKFVAZXWC35VC0,Large,2022-11-22 13:29:16,1439,Online,Margherita,Sprite,93-089-1662,213
01HD76C9T6YXE9CB4PR25YDKJT,Medium,2022-10-27 10:35:55,1941,Online,Mushroom,Orange Juice,63-358-2249,284
01HD76C9T7PQ4R1QA0RVE6534M,Large,2023-04-23 22:52:55,1285,Online,Margherita,Lemonade,99-979-2327,879
01HD76C9T9SMADEV6M6DWHG6MK,Large,2023-09-18 12:18:49,261,Online,Hawaiian,Lemonade,03-358-7879,257
01HD76C9TA6E5HCKFR2FBZF93N,Extra Large,2022-12-18 22:21:24,875,Offline,Margherita,Lemonade,96-744-8702,693
01HD76C9TB1700CYEHXM0MK7PW,Large,2022-12-13 16:53:54,1373,Offline,Margherita,Sprite,78-081-9199,575
01HD76C9TDV553QT21EFP6AVEX,Medium,2023-08-21 14:08:07,1791,Online,Neapolitan,Root Beer,44-296-2454,659
01HD76C9TERHPH9WW6WNTXAPF1,Medium,2023-05-17 17:25:02,988,Online,Hawaiian,Iced Tea,73-497-7433,450
01HD76C9TG0DFR9TWWN2A9KD08,Small,2022-11-24 15:32:41,710,Offline,Vegetarian,Lemonade,52-509-9935,575
01HD76C9THTGQYDZ1DENVK2REM,Medium,2022-11-20 01:36:42,1206,Online,Hawaiian,Coca-Cola,85-088-6648,918
01HD76C9TJSMJP8GBG6XS2KGYQ,Small,2023-08-02 15:16:10,139,Online,Neapolitan,Iced Tea,03-170-8556,104
01HD76C9TMCE6AVC7HT6NXJJAR,Small,2023-05-22 05:58:34,1031,Online,Neapolitan,Water,42-449-8984,306
01HD76C9TNPN29KKHN0CJ2G8Y5,Small,2023-05-29 14:55:23,365,Online,Vegetarian,Lemonade,19-465-7914,906
01HD76C9TPMKFCS2T8A1EZQD0X,Extra Large,2023-04-24 02:26:57,968,Offline,Margherita,Sprite,40-443-6896,572
01HD76C9TRVGHMPJPK7N0HE2JX,Extra Large,2022-11-05 03:22:58,1001,Offline,Supreme,Coffee,05-074-6236,22
01HD76C9TST80BX749X0TQAG03,Small,2023-08-04 02:07:29,1512,Offline,Margherita,Iced Tea,15-845-8205,924
01HD76C9TTK258E382MKVZX6AJ,Small,2022-12-30 22:30:50,1086,Offline,Margherita,Orange Juice,84-003-6258,458
01HD76C9TVEM9F3VY1F7K10582,Medium,2023-05-27 11:38:31,1272,Offline,BBQ Chicken,Iced Tea,16-556-6523,696
01HD76C9TXQZJBG1T24BZTFK3T,Extra Large,2023-05-02 03:01:16,574,Online,Hawaiian,Fanta,03-358-7879,236
01HD76C9TYNAD985ZQMQYY40XG,Medium,2023-05-19 07:18:19,1037,Online,Margherita,Root Beer,41-893-9869,695
01HD76C9TZWVFQRR5FN6ZC3B5P,Large,2023-05-07 22:44:00,577,Offline,Pepperoni,Root Beer,96-383-6922,82
01HD76C9V13T3R6FZ73ZNJJXTC,Medium,2023-08-18 01:14:19,1633,Online,Hawaiian,Lemonade,53-932-0929,525
01HD76C9V2FT8H000BJJB113ZP,Extra Large,2023-03-21 08:28:55,1025,Online,Margherita,Tea,30-166-3226,595
01HD76C9V3EVBCKA0JKPVXJF06,Large,2022-10-22 12:29:40,158,Online,Pepperoni,Coffee,73-937-8868,16
01HD76C9V5BTSHW1YRVZ94XNFS,Extra Large,2023-10-14 03:01:34,736,Offline,Mushroom,Fanta,84-297-9427,664
01HD76C9V69M23Q1YX8N5X45P4,Large,2023-05-28 22:36:57,1996,Offline,Pepperoni,Orange Juice,06-500-4995,790
01HD76C9V8THWGPS6XDJQ19FYG,Medium,2023-01-27 17:26:43,129,Offline,Pepperoni,Coffee,28-299-8894,702
01HD76C9V9QPW6AKHVWJ1EFEDY,Extra Large,2023-10-02 14:04:11,1749,Online,Margherita,Root Beer,70-392-9564,99
01HD76C9VAK3X4DMYK99XRZYPH,Large,2023-03-04 15:03:23,497,Online,Neapolitan,Coca-Cola,44-847-2075,889
01HD76C9VCWY1CBXBF6AN5VDA5,Extra Large,2023-03-25 01:40:20,1875,Offline,Pepperoni,Iced Tea,15-508-8213,196
01HD76C9VDS6QY5AYRKZBHWQK8,Extra Large,2023-04-26 19:42:09,1591,Online,Supreme,Sprite,69-169-3717,928
01HD76C9VEB90R1NQ1K239H9BP,Large,2023-01-11 04:50:02,262,Online,Neapolitan,Orange Juice,73-497-7433,539
01HD76C9VFP9YC8QHVFQG25KV5,Extra Large,2023-03-15 20:48:14,858,Online,Mushroom,Lemonade,61-126-7275,616
01HD76C9VHMCRSE0AXF39V0EVC,Large,2023-08-03 11:08:24,1220,Offline,Hawaiian,Orange Juice,16-200-8082,317
01HD76C9VJ9Z1TGDQDWE30ABCN,Small,2023-10-01 05:46:06,1211,Online,BBQ Chicken,Sprite,46-249-8886,732
01HD76C9VK8QKVBTM5Z2F18HFN,Medium,2023-04-10 17:47:11,1042,Online,Pepperoni,Water,29-262-4364,125
01HD76C9VNNHX4996N5Q3HT3PM,Small,2023-04-20 10:40:17,794,Online,Neapolitan,Lemonade,78-843-0452,344
01HD76C9VPHSD2ST270SGPZZJN,Small,2023-08-20 12:37:13,611,Online,Mushroom,Pepsi,91-717-8418,335
01HD76C9VQC534ZR900JZFP6EY,Medium,2023-01-13 20:18:23,901,Online,Margherita,Tea,70-680-5680,296
01HD76C9VRTX6W5K79A8147WSN,Medium,2023-04-10 02:33:11,1591,Offline,Pepperoni,Coca-Cola,73-084-8214,45
01HD76C9VTBQJ5118QRS5F39YN,Extra Large,2022-11-14 01:29:56,351,Offline,Neapolitan,Pepsi,16-113-8815,121
01HD76C9VVH24AF88YSJ4W5NC0,Small,2023-08-24 08:45:29,1941,Online,Neapolitan,Fanta,48-867-3947,540
01HD76C9VWHR93APV968ETSG40,Large,2023-06-02 05:47:41,1875,Online,Neapolitan,Coffee,45-734-5612,13
01HD76C9VYYN1GS7AADND0RY3F,Large,2023-07-25 19:22:58,1327,Offline,Vegetarian,Lemonade,89-488-7108,851
01HD76C9VZXHX5QGZ9QRWQ66P8,Small,2023-03-22 03:40:56,394,Online,Supreme,Tea,64-109-9972,766
01HD76C9W15DH3Q72NVP5W6M9Y,Large,2023-02-28 09:35:01,1047,Online,Hawaiian,Lemonade,36-823-0938,735
01HD76C9W2SNAKBPCQVR5D8H5V,Medium,2023-10-12 16:42:17,385,Online,Pepperoni,Coffee,51-396-6290,929
01HD76C9W3HGR7N9A4AD3X58VB,Medium,2023-01-22 23:42:52,531,Offline,BBQ Chicken,Sprite,72-870-6293,784
01HD76C9W548SG2EXJ71WZR91Z,Small,2023-06-20 19:27:52,645,Online,BBQ Chicken,Tea,64-257-3007,390
01HD76C9W627BVB0EGEWF7NCPR,Large,2022-11-08 07:41:02,1671,Offline,Supreme,Sprite,24-870-0663,315
01HD76C9W76JSMEDEDFE4E0PRN,Large,2022-11-03 15:38:11,1944,Offline,Mushroom,Coffee,07-838-3350,724
01HD76C9W9RN2WS5XEYY0SCP4C,Large,2022-11-06 02:12:07,1322,Online,Neapolitan,Iced Tea,58-968-3489,550
01HD76C9WAAYX4BZKQ380N79XX,Medium,2023-03-02 11:55:52,192,Offline,Vegetarian,Iced Tea,46-249-8886,740
01HD76C9WCHEE536G2T6S4FSGW,Large,2023-09-09 12:37:39,1790,Online,Vegetarian,Lemonade,85-424-9496,606
01HD76C9WDKN9XXTG91Z5TNB6B,Large,2023-04-15 06:14:20,950,Offline,Neapolitan,Pepsi,97-291-6049,879
