Shop_id,shop_name,shop_latitude,shop_longitude,daily sales,order_per_day,cust_id,order_id,emp_id
0066,shop 4,28.8876615,112.5841075,229,17,45-206-7229,01HD76CAGKSD23WBQB144JEE70,728
4535,shop 4,47.01741,87.68753,418,16,14-887-9679,01HD76C91FZ1R6NX88EYM3G0MM,557
95229,Shop 3,6.92477,158.16109,204,8,99-778-1244,01HD76C9QJEAHFEHBSN7BW7HX7,82
172,shop 6,53.701556,91.680719,155,15,82-181-4329,01HD76C9T6YXE9CB4PR25YDKJT,570
00,Shop 3,8.9410756,-75.4944768,371,18,65-696-3991,01HD76C9F5GXZTPBPQC8XBHWT0,44
5,Shop 1,44.395234,125.697103,387,10,61-049-1871,01HD76C9M94GS31EFTXEDXV274,295
03,shop 9,21.270702,110.359368,216,19,61-285-2837,01HD76C9BB6GWZA8VR3PXPJP6C,998
3,shop 9,38.7255705,-9.4472984,192,9,47-773-4497,01HD76CA9VMD3NBPN21WQHSPAA,218
9,shop 7,4.833333,36.1,468,13,58-620-6433,01HD76C9GA75A0FEQQ88MMWF7M,364
2432,shop 5,35.1529042,33.2110414,155,5,78-823-7299,01HD76CA9XQQMJ5RED1CCVACKM,721
395,shop 9,-2.7915832,-67.6662231,325,17,16-105-7633,01HD76C9E85Y2GXX9WV976DDBB,773
1897,shop 4,10.425,124.0005,361,7,94-602-6969,01HD76C9M31MXVQ6MC2K5VYWVR,91
44,shop 4,-8.2660783,-77.8524505,249,14,36-424-6077,01HD76CA9RTVQB6MPAP5AWNYA6,175
022,shop 9,-34.7008122,-58.7034275,451,12,03-704-6401,01HD76C9S0CQ2HADV61F6D8JD6,879
3280,shop 4,59.4254685,56.6803807,327,18,68-708-3209,01HD76CAF2DETG5ZATBBXXX48Q,723
94,shop 6,50.0827667,19.3528069,139,9,93-940-8137,01HD76CAGRYTKKXC9ZS26QYD6H,986
3194,Shop 2,39.3616253,-9.1576429,261,5,12-255-7300,01HD76C9G4SQ5RAMGWZN02X65V,48
3902,shop 4,43.6051078,73.7631135,182,11,82-420-9375,01HD76C988ZC1AR1V1222SBRYC,577
9,shop 10,0.9024684,120.6545022,500,14,85-580-0785,01HD76C9J4NK2WNA2WFT3M61Y6,59
7,Shop 2,39.5075851,-8.1826858,484,12,79-532-8538,01HD76C9RW4WQVCSXJMVMH60E9,440
7,Shop 3,59.260523,15.1978279,331,5,58-120-6636,01HD76CA0RTW7GM7BSM3D8PV3C,686
03,shop 8,7.116798,125.9279251,163,13,55-988-6838,01HD76C9WSXF3GBBVD3AZK95TM,18
9,shop 7,40.3132524,73.4445392,280,11,19-622-2773,01HD76CA0878W9WRX912R11ZGK,706
612,shop 7,28.924088,93.825006,496,13,60-247-9882,01HD76C9TZWVFQRR5FN6ZC3B5P,942
29,shop 10,9.3572656,17.3671431,321,7,73-651-9458,01HD76CA7ZDBQTH75XSV121Q0C,328
277,shop 8,28.572029,109.482078,247,11,68-326-5804,01HD76CA9MXTEVNVPCQ8PVG6C4,893
93,Shop 1,15.5805384,-61.3297698,389,11,01-308-6011,01HD76C9Z6ZDHJ0J0JAYEN2J5Y,701
6231,shop 6,16.13422,101.04465,289,18,11-679-2460,01HD76C9FWPGY6SVPEGYV9N6JX,702
74296,Shop 3,57.5394675,28.0121149,291,8,87-192-8868,01HD76CA0KT41W57PGFBJF7HN1,23
9,shop 9,51.1211697,58.6199937,414,12,25-854-0859,01HD76C92PH881R5SJZNQHHG22,357
6932,shop 7,44.4635116,18.7494454,390,5,45-956-4139,01HD76CAFKGZMQPK78NFFWEA5R,613
52,shop 5,8.3537158,-70.5770632,354,13,47-847-0694,01HD76C92X2ZWRAZ4QFQCV0JVH,289
9327,shop 6,38.02365,114.152183,389,6,51-392-2602,01HD76C9YFG9Y9SBR6GZR4H3M4,534
1699,Shop 3,-7.6263425,39.065866,159,14,53-583-5404,01HD76CA7SBXW2RNHMKA34YPSM,320
97,shop 10,42.0732393,42.8212218,383,16,63-905-1258,01HD76C9YC68C51C621F9NZ7PH,534
0134,shop 7,14.2139963,121.1703921,443,14,71-903-5840,01HD76CAJ4AMTGYXJH0C3Z24K0,808
3598,Shop 1,22.579117,113.081508,450,6,14-410-7224,01HD76C980EZ4HK53QBVXM4XQG,362
5,Shop 3,9.7922,124.509,295,9,83-238-5586,01HD76C9HAB3Q5TB82MMFK26JA,655
682,shop 4,-7.0572973,107.5365647,200,20,54-053-8095,01HD76C9E85Y2GXX9WV976DDBB,252
980,Shop 2,15.3569408,120.5288453,448,7,53-259-6643,01HD76C9H0VWGQZG92JZB5WHHA,55
4,shop 4,50.8866749,21.2296066,356,16,93-365-1155,01HD76C8YCMF5VBATZNS48KSF3,385
9,shop 9,39.7024946,-8.7377503,190,16,59-744-1794,01HD76CAGX5G2TWVWDMKWPBKC8,40
9018,Shop 3,17.9236623,19.1107114,298,5,77-737-6878,01HD76C8Z3Q17B7TQCJVEW82T0,227
445,shop 7,47.59989,-53.26478,487,10,30-873-4108,01HD76CA4TYNJ9DD1R8BX2A6X4,47
551,shop 6,19.482042,-99.1985584,116,17,01-610-2453,01HD76C999M04YXQPGPZGDXQFG,175
8,shop 8,-0.5833333,73.2333333,148,16,92-516-2535,01HD76C9GZK6T66CAZRRMCXTTR,778
7251,Shop 3,-36.6062618,-72.1023351,346,5,25-101-8113,01HD76C9NF0SBNJGJYKRZFG7Y5,150
81086,shop 4,63.0741927,25.8645193,460,6,10-452-4863,01HD76C9TJSMJP8GBG6XS2KGYQ,9
72344,Shop 1,27.640075,113.733047,111,11,48-673-3978,01HD76C99GDZF8P7ZN48CM0X7V,139
0,shop 9,6.6999998,124.7833328,404,16,42-410-9449,01HD76C9R4F4N36B2Y598KSBJ6,848
5,shop 7,-14.0993396,-75.6891699,328,11,05-654-4613,01HD76C9QHPHCTNS92ZRQ7XWNT,788
24,shop 7,14.5638721,121.0327599,496,19,07-103-3633,01HD76CAFKGZMQPK78NFFWEA5R,631
9,shop 5,25.4052165,55.5136433,455,10,68-999-3144,01HD76CAAWQ1ABQPFPG6MX6W95,213
2,shop 5,30.2638032,102.8054753,398,11,64-469-3233,01HD76CA8VYD1AWSNFQZQKYGG4,918
0,shop 10,56.2130392,12.8566693,216,16,16-635-8273,01HD76CAE0W0VE9QFE3S4MWVR5,16
22,shop 10,30.108216,104.677091,181,13,85-022-4680,01HD76C9ZBT78B6Q2XXGBWK8VY,215
1038,shop 8,-0.3372032,103.3702811,279,20,35-686-5712,01HD76C9C063HTPDMHN3CM4T8V,285
66,shop 5,35.8439572,136.1916906,154,7,61-149-4265,01HD76C9G6F2472002KNBQAJ0T,536
9919,shop 8,21.5743109,105.8215718,428,12,80-434-6047,01HD76CA77KDXSJT6HXQVA0Y7D,771
67404,Shop 1,25.6538807,-100.1522213,239,20,57-608-8706,01HD76CA4QC8PX5QBPVAB797Z7,677
0121,shop 9,46.1417288,15.0844894,155,12,26-551-3525,01HD76C9SSTCKMVR1PBQBYANNX,879
083,Shop 1,44.5007687,-80.2169047,138,9,63-415-4627,01HD76C91VBGFAQ7MWVEHY2Y4H,216
1,Shop 1,37.8099917,65.2026017,270,17,67-585-2892,01HD76CA57QJ2ZH1M1MNCNTD7B,850
056,Shop 1,-7.4842287,112.7330892,316,7,41-123-1640,01HD76C97GPDZFPZ9NWFH2XEFG,588
9,Shop 1,-6.8268504,111.8359916,215,16,11-351-7849,01HD76C9VEB90R1NQ1K239H9BP,347
208,shop 5,22.654032,110.18122,341,13,53-832-7451,01HD76C9XNG6RK35W9Z5PK517G,399
860,Shop 3,50.5848682,15.4126394,457,11,86-928-7280,01HD76C9NWCK0P0H0X17FFAKM1,795
76,shop 4,48.8295482,107.0468263,387,20,24-852-1711,01HD76C9GEFYHASX6VFMH9NMTX,829
24504,shop 7,11.2748678,122.0534319,365,19,50-606-6529,01HD76C9JGC4TM4N23BEGRERMW,239
65968,shop 4,51.1806274,6.0187806,337,12,87-645-3048,01HD76CA942VFBC27TR0WSG1RJ,847
3,Shop 2,42.616208,141.5321435,234,20,99-922-1528,01HD76CAD3YPGC7AJ132YB6T4Y,68
47578,Shop 2,45.4912891,20.6465628,409,14,42-942-6729,01HD76C9QSKSWD986MMTVF4X72,61
50828,Shop 2,50.7588162,17.8529769,380,6,37-381-3137,01HD76C95CB0BYHM6VH5Y69697,483
1311,shop 9,-10.0274881,124.4752715,122,5,94-412-8057,01HD76C9F1CZTK8A0AM4MHQ426,83
66,shop 6,-6.85247,111.5587544,134,8,77-293-3789,01HD76C942SDKRJYT1JCM9AYJK,890
86547,Shop 1,10.1794092,-66.7248247,434,20,91-871-1294,01HD76CA5A9RR6415TZERPGPSD,689
7,Shop 3,14.5508865,121.0075554,191,16,56-294-6873,01HD76CA6M221FXYDMB6XECE6X,337
614,Shop 3,50.4398775,3.3941571,122,19,84-900-0158,01HD76C9SDGEYGVNSSH9XDVG90,512
40,shop 8,45.0317123,15.9142627,240,6,27-537-5740,01HD76C9B3AEXZSBXFKKHNR8Y0,726
93935,shop 8,-8.6549196,116.4075854,330,11,69-308-2579,01HD76CACQ6W05KHNS90P5S16H,644
7,shop 10,15.8137804,120.3404633,367,15,64-699-2906,01HD76C9MFCXCE5950254MSJ6M,58
164,shop 8,52.279986,17.3522939,204,19,15-817-8701,01HD76C9SHH91319W71ACSZXF9,149
2509,shop 10,45.2911425,20.1955026,110,15,82-945-6894,01HD76C99BV71H52XGKGKCBYRC,183
6982,shop 7,24.804232,98.296657,100,8,39-982-6285,01HD76C9S2E4E06N0GMYBGJ5QA,508
79158,shop 8,10.6713871,123.0555033,347,9,95-522-8855,01HD76C9NAX41Z37V30Q0T5CVM,70
16,Shop 2,-7.6034421,112.6794582,307,19,51-599-7189,01HD76C9B4JQFHMR487VXEWPHA,993
344,shop 5,38.6926647,-9.3466983,334,20,30-992-7498,01HD76CA4W6ND67SCX1DSQ7ABX,744
6989,shop 9,48.5625988,3.3093771,131,12,66-455-5228,01HD76C98F3E4ZFN8JEWFR5W6W,943
3800,shop 6,-41.172184,-71.437354,209,15,32-983-6796,01HD76CA4TYNJ9DD1R8BX2A6X4,484
228,Shop 3,-2.2897636,102.1175404,486,13,74-755-0062,01HD76C9Y28J4EWFG7YPYMM04W,59
930,shop 7,-7.690753,109.2861268,247,15,15-533-9193,01HD76C9XXX0RK53AJ6WFGKS93,349
3797,shop 5,49.2908708,15.4833007,291,13,33-795-6781,01HD76C9D4W7MJ51WABB8EP0P4,349
09,shop 7,59.3606836,17.9701456,183,10,33-877-5661,01HD76C95E9891QZ31PEGNF7AN,105
28526,Shop 2,7.46932,134.60991,475,19,58-732-2989,01HD76C9E1VJXN3KE2A584S01M,223
74140,shop 5,26.908404,100.218695,443,18,23-794-3865,01HD76C9J05HA67BGQEJVWNH0F,278
8,Shop 1,59.3281151,14.5096023,249,18,71-116-2749,01HD76CA9SAEB4514K9F006D79,924
5855,shop 6,27.145704,106.457478,417,12,61-870-0418,01HD76CAHWEVZP3B6TV2R2QNKV,219
68599,shop 6,22.814304,115.955191,299,15,18-934-4600,01HD76C9YGAP3EYGKHBM3T84F1,828
81,Shop 2,-7.1546275,108.7660364,120,11,53-293-9694,01HD76CAGX5G2TWVWDMKWPBKC8,632
85107,Shop 1,-6.8762522,109.6795545,386,19,68-704-8427,01HD76C9KY41V3PC809YBKR90E,191
5,Shop 1,28.791929,116.844706,147,17,95-261-3342,01HD76C9YTFSVEX3SAMN3WQM4X,854
4997,shop 6,6.1097207,102.2462087,465,8,18-025-1699,01HD76CA4GQHFZHNHS0RXTW1ZZ,171
5,Shop 1,29.68233,89.099242,490,16,54-908-8929,01HD76C95T7SR4PRNES2NK29NK,125
47051,shop 5,30.2915328,-97.7688358,225,12,27-066-3642,01HD76C9513QHY28FPF71VB4PN,488
51,shop 7,41.879109,-86.550039,368,10,27-880-9422,01HD76C98H0CZ17GPYPJEKRNTJ,270
055,Shop 1,15.1315727,120.5976797,422,17,40-601-7768,01HD76CA7G237QV430PWXWH8X4,132
7,shop 9,30.031533,101.014425,288,6,73-302-9390,01HD76CAC9HCAV5C7TBKTP7AMA,496
493,shop 6,45.2415442,77.9726477,101,17,52-366-8716,01HD76C9CB5TYTJ4KFXYSVF80K,974
6,shop 5,47.009324,28.8389611,484,16,12-902-8760,01HD76C9PVKS8NFE8V65XSYF4G,444
36953,shop 8,46.2433699,14.4192223,147,10,76-459-9516,01HD76CA3XADANV8510DNNNFMC,950
2880,shop 7,30.427416,113.367059,208,7,03-374-6495,01HD76C9VCWY1CBXBF6AN5VDA5,1
6,shop 9,-14.2576342,-69.1692951,125,10,09-988-3064,01HD76C988ZC1AR1V1222SBRYC,311
16,shop 9,59.4871523,18.4207352,211,8,53-419-6697,01HD76CA61FKZAWQ0TW6W2VP2P,749
72390,Shop 3,43.454956,4.946467,311,15,45-323-0777,01HD76C98AZZZ6K1Q3CMK58DZA,15
8,shop 8,-17.2333329,-62.816667,475,17,21-231-5690,01HD76C9G7ST6NCJK02MQWQH8Y,187
325,shop 4,38.9388075,100.4436203,194,10,29-508-9076,01HD76CA6T414W6CZ3SCZYM41R,621
63618,shop 9,-3.3552972,102.7364962,140,20,38-328-1480,01HD76C8YMQBZNRJE8C830SXY3,98
83,Shop 1,47.4636372,-79.4387857,177,19,04-830-6952,01HD76CA711WMW3GY8DPGD2TSH,395
42433,shop 9,51.8677116,16.4856013,416,20,27-312-4559,01HD76CA0Y1ZRM4V9R1EYYZYAX,760
09752,shop 10,11.8478074,11.0706454,314,8,93-808-1692,01HD76C9EVKZ0Z3DHDFZDKRSMZ,57
9,shop 9,14.9941724,-90.8072101,296,6,60-249-4083,01HD76C9V2FT8H000BJJB113ZP,403
634,shop 9,18.04406,121.71871,152,19,14-449-1406,01HD76C9WXVHWW03V4CZZ6FXX6,757
3,shop 4,45.5734042,-73.7316825,456,18,04-691-3128,01HD76CAG0RCCR7DAK35K7NE0G,657
088,Shop 3,60.7412843,56.7240294,431,13,35-500-4677,01HD76C9P0CSXA0308E6ZQQBT2,910
13260,shop 9,31.558356,106.005046,426,5,82-369-8487,01HD76C96500F4XE7ZBJVHNXAT,388
369,shop 9,-3.9997372,-38.4429274,430,11,82-191-6286,01HD76C9GXHP2ECB60WWJM6YJS,359
051,shop 5,28.54,-81.38,316,5,59-778-3686,01HD76C92H9CGS9TYMDHWT15HN,443
4756,shop 8,29.5530941,118.9353968,177,10,16-532-2875,01HD76CA15XPCKYW32PRHENR9Y,595
5786,shop 5,18.1752248,-77.0881034,286,5,60-693-0098,01HD76C9B5WDF9EBJK0JDN9V59,817
78,Shop 1,-6.2694214,14.2337805,209,11,66-542-6553,01HD76CAEGKXDBN05VC9GKQX9X,57
3438,shop 8,35.3218748,46.9861647,439,16,23-587-4872,01HD76C9S61E3N0Q06B97RM3GG,860
15041,Shop 3,30.07728,103.848396,403,5,58-392-8448,01HD76C964PRXZYDMXG4E8TQN0,138
38552,shop 4,36.759507,110.632006,175,12,93-061-4828,01HD76C9YPGNMDXB0RRZC01NG0,138
11,shop 9,38.460109,-28.190947,302,18,11-208-2407,01HD76C9W2SNAKBPCQVR5D8H5V,902
3790,Shop 3,11.4739808,124.569794,413,14,63-538-1985,01HD76CACYFK15WG06TFW2MYXH,968
72,Shop 3,59.2255188,38.5125708,499,20,74-050-0451,01HD76C9ASR3TAAVGD81E00YCA,192
12,shop 9,42.0445765,-8.4388534,385,10,71-161-5844,01HD76C9Q7JNNCEKZXPB938AD1,407
468,shop 8,43.1520105,126.4371385,123,6,04-012-5215,01HD76CA5TYV3AXA936SZNFDFK,167
9,shop 9,-2.7389977,-78.8458135,331,8,72-490-7227,01HD76C9VVH24AF88YSJ4W5NC0,607
917,shop 7,23.020673,113.751799,357,12,37-884-0290,01HD76C9TNPN29KKHN0CJ2G8Y5,716
6273,shop 7,53.9215606,-6.4008792,218,16,28-301-6568,01HD76C9R16RQT82K1AFEEKYT0,853
10326,shop 9,45.1839187,18.8237103,432,17,97-807-1153,01HD76C996TXHR59Z4N16SY1AZ,195
001,shop 4,48.4703688,24.2784263,327,10,10-602-1169,01HD76C9P8YFN6MP4CAXJDJ9Z3,482
8,shop 8,41.99427,21.574625,219,19,23-323-6135,01HD76CA184CTS3XDK451KD950,227
95795,shop 9,45.1721845,5.7078052,377,10,88-760-8643,01HD76C9V69M23Q1YX8N5X45P4,802
5292,shop 5,42.583016,122.445594,497,9,75-163-5629,01HD76C9E85Y2GXX9WV976DDBB,452
45,shop 5,42.8414484,21.5766407,464,10,91-646-2955,01HD76C91Y06BC2YSC98CEH8Y3,920
67,Shop 2,32.644699,117.743378,217,12,00-215-3383,01HD76C9FHMX34X5541Y83XMQH,349
66,shop 8,34.8742638,71.1537637,134,10,20-730-0446,01HD76C98Z18T38MF9PJ2H6RJ3,808
27842,shop 6,52.7085795,25.3346543,407,14,26-261-9847,01HD76C9VNNHX4996N5Q3HT3PM,480
4,shop 7,48.418023,23.7371118,378,9,05-781-9259,01HD76C9ZV4HRANCP8C1T1PDDP,917
4275,shop 9,11.1054336,42.3704744,265,6,11-126-0529,01HD76C9NN0N6858R9EX6SZYRN,881
5,shop 9,36.6512,117.120095,228,13,77-600-7467,01HD76C9VNNHX4996N5Q3HT3PM,919
782,shop 5,8.874948,125.660068,377,7,08-670-6911,01HD76C9QBEZZ305YABZXDDX2Z,199
60,Shop 3,56.3464983,21.065493,396,13,87-103-7088,01HD76C9GW6DEVYQFQRS07QGJ9,931
46941,shop 8,47,77.26667,266,20,38-162-4932,01HD76CA6GVQY2DNZBGF9H1DV0,926
72,shop 8,55.6795223,12.5752968,461,10,05-695-5477,01HD76C9H940APV0AYFE4K9WPS,450
2,Shop 2,35.991705,36.3938121,133,6,68-556-9364,01HD76C9EC6Q71SCV82GRFXZ9K,638
44,shop 10,9.141067,-12.664461,122,10,85-136-5288,01HD76C9VFP9YC8QHVFQG25KV5,670
57,Shop 3,26.3577675,127.8691991,330,8,83-389-0680,01HD76CAG37KPE130PQATR9T3Q,571
6096,shop 9,8.3375063,-82.5510469,238,9,79-639-3341,01HD76C9B3AEXZSBXFKKHNR8Y0,865
90606,shop 9,13.756986,121.058107,210,15,46-890-9474,01HD76C934R106E9SESBDNGG7G,54
09776,Shop 3,52.1334874,20.9139557,288,10,56-779-7461,01HD76C9SSTCKMVR1PBQBYANNX,259
39,Shop 2,29.64227,102.125808,231,18,45-560-6043,01HD76CAEGKXDBN05VC9GKQX9X,594
895,shop 7,-4.4505838,-38.0631455,374,19,17-131-7045,01HD76CA3GPPHYQ9BH90KHP0BP,703
897,Shop 3,-6.8843479,108.7927679,427,16,19-120-3002,01HD76CAFMSYS6GZE12YFDVN1D,145
3,shop 9,22.938069,112.987173,118,15,65-907-5687,01HD76C9JXSWQDTQVMFHSXFSZ4,209
31,Shop 1,-7.9841814,113.8376522,138,12,55-091-5328,01HD76CAGZBY4A1KRZGDZQQ64R,808
3,shop 4,38.7952662,-9.4665149,228,12,81-885-1005,01HD76C9NHS9JDWFM629C0F33M,484
3376,shop 4,49.7692372,43.6416286,500,8,06-526-2725,01HD76C9RMTSS7M6P4SZ7JWM0P,31
13732,shop 9,-26.113239,28.3505779,185,5,49-633-3793,01HD76C9BMJR2WNWGGESFF4WPY,128
386,shop 8,12.3084603,124.6357734,328,16,28-843-2679,01HD76CA184CTS3XDK451KD950,748
5671,Shop 1,14.8682154,120.4607543,175,5,03-374-4259,01HD76C9SZQVGFGJ01ET20Z0YQ,365
63,Shop 3,13.6153077,100.7434078,447,12,96-896-1352,01HD76C9M94GS31EFTXEDXV274,428
04,Shop 3,-2.2306406,-80.9001863,110,10,10-479-0145,01HD76C996TXHR59Z4N16SY1AZ,988
9,shop 10,41.6920942,-70.9427914,252,19,12-676-6654,01HD76C94RYYWD1WH0HJPY1SG4,159
48121,Shop 1,14.6333181,-90.6703399,150,12,07-053-2354,01HD76CA8CV851NDZZ7NDERYYW,721
73,shop 4,-7.1918,107.0754,250,19,97-045-6052,01HD76CA1AR4BF92R7AX6FPQVX,262
182,shop 10,40.91889,78.72278,369,15,91-871-8633,01HD76C98F3E4ZFN8JEWFR5W6W,661
6798,shop 8,60.4609132,25.0250415,370,14,63-621-7935,01HD76C9DRTKJFP4Q4CT2B5N08,985
67,shop 8,-6.3965,105.9693,238,8,79-367-6702,01HD76CA3GPPHYQ9BH90KHP0BP,292
7,Shop 3,57.0771327,34.9961191,476,13,04-488-0753,01HD76C9NCPNS2V9B0NQTNJ6DS,912
8767,shop 10,0.5142775,35.2697802,165,11,03-884-4723,01HD76C9E3HT6AN5D3RMA3S5JY,257
66,shop 10,38.5194,-9.0138,393,19,73-277-8627,01HD76C9R8DVF7S7SJ327QGSKJ,186
357,shop 6,45.6878582,18.4041894,179,15,79-693-9589,01HD76C9M16Q1FAH4CJEZNJ2A6,738
9,Shop 3,5.963336,-75.963942,500,20,07-544-0879,01HD76CAFSMFC5G378PN72008C,793
52,shop 5,38.0790354,23.5215964,447,17,80-240-6766,01HD76CAFVYMNGEB64PCSVE9Q3,977
4,Shop 1,38.914003,121.614682,121,13,36-369-4158,01HD76C95MRYMCWNNMD43VYXH1,443
8,shop 9,49.51688,-96.50029,353,5,40-825-0051,01HD76C9PQ59ZM954V6WXW6M6R,485
841,Shop 3,8.5182123,126.1195736,367,14,24-830-3592,01HD76C9T6YXE9CB4PR25YDKJT,812
76,shop 7,60.4872057,15.4102793,234,5,01-676-9708,01HD76C91B59H77S61EAWPF0NJ,890
6960,shop 8,8.4286368,124.2876362,243,17,40-704-4214,01HD76CA057QA4RA4T204QN89F,803
550,shop 8,42.1142239,-84.2494229,325,20,67-299-4546,01HD76C9G4SQ5RAMGWZN02X65V,346
06646,Shop 3,5.634202,-73.323263,458,19,50-120-7431,01HD76CA5RYWF9JWQA3HGMJ8KQ,236
23,shop 10,41.9539849,21.0134768,367,15,27-681-7001,01HD76C9GW6DEVYQFQRS07QGJ9,48
9,Shop 1,14.6688068,121.1138058,401,19,10-194-5158,01HD76CA8504KQCTM02DP79AEJ,966
36266,shop 7,37.031485,118.254644,114,16,84-953-8670,01HD76C9X6QV9FGVWW46517C16,520
614,shop 8,50.3713333,103.2816977,403,10,03-376-5597,01HD76C97QENW087YHHWV3WXNB,613
12032,shop 9,-37.9361202,-57.5552203,177,15,11-699-9674,01HD76C9NJ2WJXV7BMEE03YW56,139
1,shop 5,38.172697,114.572919,402,5,31-222-4893,01HD76C9V8THWGPS6XDJQ19FYG,987
187,shop 7,14.26297,121.1281849,335,5,21-983-3735,01HD76C92F2S4FF9432M3MBJDQ,660
260,shop 9,59.1987737,17.8332915,422,13,90-583-7277,01HD76CA1H4XRHFQCK8V5FGNCH,819
2,shop 9,50.3250139,34.9100068,250,19,03-968-8857,01HD76C9DFT5H3YC7MY5Z1QCM6,514
5561,Shop 3,-3.4142906,-39.0303806,378,7,43-121-2238,01HD76C9KZBCZW1ANR6A70YDTC,81
93149,shop 9,13.9734064,121.6889505,259,9,20-918-2566,01HD76C9VEB90R1NQ1K239H9BP,612
564,shop 9,-17.5467442,-65.8412017,277,10,90-658-0041,01HD76C9GPMT526KV7CYQ6QRNA,327
1894,shop 10,38.465785,106.278153,474,16,88-186-4302,01HD76C98Z18T38MF9PJ2H6RJ3,204
68,Shop 2,49.8674755,6.2651155,194,11,97-350-8718,01HD76CA83EPPX5F5RYJE51XER,285
9,shop 8,-6.490877,106.7952511,163,15,28-249-8096,01HD76C9B4JQFHMR487VXEWPHA,628
197,shop 5,24.27397,98.960434,427,16,80-598-6080,01HD76C9VEB90R1NQ1K239H9BP,70
8403,Shop 3,41.01,-85.06,207,14,35-951-1280,01HD76C924XPN3T9CNDYE86P5Q,325
6,shop 4,-7.2282295,108.6056873,165,19,00-482-5825,01HD76C9CEPS0RPXY9CV3XGE7W,566
536,shop 4,13.1234679,32.650351,213,15,83-608-4927,01HD76C9C76ZEX3YANZ4B1V4EG,666
54,shop 5,45.8442734,20.2867074,451,7,19-901-2117,01HD76C9JA9Y4EK3DEPHG3SSB5,362
4945,shop 4,12.0813122,-15.3189726,223,11,77-351-8316,01HD76C9B4JQFHMR487VXEWPHA,633
137,shop 8,-6.6656231,106.3438367,135,14,27-159-8327,01HD76C9V8THWGPS6XDJQ19FYG,988
04842,shop 8,7.8005358,-80.7463852,187,13,37-078-5791,01HD76CADH382ZXXP422ZGFBMY,948
55151,Shop 1,7.9076232,-80.4256976,366,19,66-344-2582,01HD76C9T30YHH6PKVCS3ENK9M,764
2566,shop 10,50.8305647,33.8815261,191,18,31-709-5032,01HD76C9EKB5TBJYYEGYRPB0QB,976
13,shop 7,4.336584,-75.702412,238,8,82-898-2166,01HD76C9538NTMEHJECRZJ96JP,96
89701,shop 8,8.5211284,126.121732,322,13,68-317-5628,01HD76C9DN40M3572SQETW1QVY,274
88794,shop 8,49.2803655,-0.2062549,125,20,09-595-6626,01HD76C9BG1WZTDKE1Q67K612N,496
58,shop 9,41.3643024,48.5260928,447,10,15-645-8144,01HD76C9V2FT8H000BJJB113ZP,495
18582,shop 4,-7.0961965,111.9403254,330,12,51-156-5963,01HD76C9E57DFKVGPGVFVADX63,828
15492,shop 9,59.3796798,28.1791333,192,5,13-241-6546,01HD76C9W627BVB0EGEWF7NCPR,713
83986,shop 8,28.481417,102.495014,379,20,27-295-5668,01HD76C8Z0NNDWTK6X7GQMFTVP,650
55121,shop 10,16.5065381,105.5943388,438,9,08-338-3903,01HD76C9Z6ZDHJ0J0JAYEN2J5Y,331
7,shop 7,-7.2630131,112.7211714,453,11,56-685-0090,01HD76CA3JGMD5R1VMKABPPQVQ,401
5558,shop 6,31.922974,118.663681,337,6,80-141-8743,01HD76C983BZ1CRSMEFKXS21XG,344
48,Shop 2,54.5776433,52.4513187,331,13,10-018-8545,01HD76C903N9DP72JAZ4DC6CBV,414
82,shop 10,7.8715342,5.0728823,482,11,10-084-5735,01HD76C9T7PQ4R1QA0RVE6534M,729
7,shop 10,39.903307,116.649432,176,12,14-004-5881,01HD76CA9J4B8H3WJEJG10PHXD,849
4,shop 10,27.948308,109.599191,129,16,95-574-0521,01HD76C9R5VDK2B6XPFPDVXHJS,970
04334,shop 8,34.2398892,135.2395881,158,7,32-269-3483,01HD76C9F3D51BEG890CJA53QF,927
67394,shop 7,-27.574998,-50.1626664,174,10,22-494-2508,01HD76C9WR43BABCJH02QRB56H,997
73,shop 10,13.7812944,100.5191452,388,7,62-142-5996,01HD76C9H7RB6NXX7FY8BEKVBE,193
14,Shop 2,46.083333,103.833333,177,15,45-621-2214,01HD76C9T1KK2H152MMVYVANG6,425
8,shop 6,35.819227,108.019549,386,13,10-006-4655,01HD76C9YBR1M3WCYFHNMWTFY4,296
24,shop 7,9.915551,-84.031286,425,11,44-830-4122,01HD76C9XXX0RK53AJ6WFGKS93,86
3,Shop 2,-11.14718,-73.035988,247,20,66-844-6237,01HD76CA9RTVQB6MPAP5AWNYA6,44
195,shop 10,14.2512158,121.0499837,111,7,08-713-0896,01HD76C9N4K1HNPCYJGYEDKSW3,567
633,Shop 2,14.5625862,121.0311185,420,16,75-126-2315,01HD76C9ZTH08AJ4BT8EZ3TPSG,120
280,shop 9,-13.5362103,-39.940155,480,12,54-908-4439,01HD76C8Y37BPZBNSXTPVD2T7C,282
50081,shop 9,-7.3743397,110.2648159,316,12,01-220-3980,01HD76C900ZJWPK6RBQMWVB781,178
636,shop 7,56.4808469,43.5438088,270,18,05-099-3939,01HD76C9V5BTSHW1YRVZ94XNFS,118
7115,shop 7,53.0172422,19.6212916,346,18,41-876-7985,01HD76C9BB6GWZA8VR3PXPJP6C,611
3838,shop 7,-6.6327752,106.2110311,445,11,79-569-6143,01HD76C9BMJR2WNWGGESFF4WPY,482
